attendance,study_hours,assignment_score,previous_exam_score,internal_test_score,sleep_hours,screen_time,assignments_completed,class_participation,previous_backlogs,performance
64.2,2.9,49.7,42.1,56.5,5.4,5.3,42.3,52.2,3,Average
78.5,4.0,79.8,78.7,67.0,6.5,4.0,68.0,84.9,1,Good
89.7,3.2,82.4,46.6,51.1,6.5,3.4,83.8,71.6,0,Good
61.4,1.0,61.0,32.2,42.1,7.4,7.5,54.3,26.7,3,Poor
74.1,2.6,64.8,51.1,41.9,7.5,5.5,74.1,68.4,1,Average
85.2,6.0,89.4,66.2,83.0,8.1,4.5,84.8,50.8,0,Excellent
80.8,1.1,55.1,33.7,58.3,6.8,6.2,84.2,19.9,2,Average
90.8,3.1,77.6,82.5,75.6,5.2,3.6,81.3,78.9,0,Good
77.5,1.4,50.8,44.3,53.1,6.5,9.1,71.0,39.4,3,Poor
71.7,0.5,59.5,42.8,73.0,5.7,8.7,58.6,33.9,3,Poor
94.0,4.8,60.2,74.8,81.7,8.3,6.6,62.0,65.5,3,Average
64.9,2.9,71.8,50.1,75.5,7.6,5.0,52.5,49.1,2,Good
94.2,3.2,98.1,58.9,80.0,6.0,1.5,100,79.5,0,Excellent
88.3,5.0,73.2,99.3,89.4,6.7,2.8,66.3,67.6,2,Excellent
81.1,3.6,94.1,64.2,62.6,8.3,2.4,76.9,73.0,0,Good
67.9,0.5,54.5,55.8,42.4,6.1,6.6,70.7,38.3,2,Poor
100,6.9,70.8,94.9,80.0,6.4,5.2,100,100,0,Excellent
99.0,4.7,76.7,87.2,68.3,6.8,1.9,76.4,69.1,2,Excellent
67.4,3.2,70.8,68.7,69.7,7.2,2.5,62.7,63.2,2,Good
70.7,3.8,67.8,64.3,76.8,7.1,3.0,93.8,91.0,2,Good
76.8,3.0,74.7,50.9,74.0,6.0,6.5,65.1,54.3,0,Good
83.9,0.5,50.7,52.9,55.9,8.4,7.1,70.4,5.7,3,Poor
80.8,2.8,69.7,63.7,69.5,7.3,3.6,73.7,71.4,1,Average
56.6,1.8,55.3,44.4,50.1,9.8,6.8,59.1,48.7,4,Poor
86.9,3.8,93.4,72.2,61.9,6.6,5.2,71.5,50.9,2,Good
93.1,5.2,67.5,95.4,76.5,5.5,6.2,73.8,75.6,0,Good
80.6,1.7,69.7,62.0,73.0,8.0,5.5,68.5,52.3,0,Good
61.1,2.0,55.7,67.7,55.3,6.4,4.6,65.5,33.9,3,Poor
58.4,0.5,74.8,59.9,55.0,6.7,2.8,45.2,7.8,1,Average
72.8,2.0,53.3,68.0,44.8,5.4,5.8,68.9,59.3,4,Poor
76.1,3.4,65.6,53.2,92.6,6.7,4.5,66.7,70.9,3,Good
69.9,0.5,64.3,52.6,48.4,5.5,6.4,54.0,45.4,2,Poor
89.7,0.5,84.9,63.3,74.6,8.1,5.9,62.6,56.0,2,Average
78.8,3.0,64.9,51.7,59.0,5.7,6.2,66.4,42.9,3,Average
73.8,0.5,45.7,52.1,59.4,7.8,4.3,57.6,28.8,3,Poor
85.1,2.4,77.4,70.9,74.3,7.5,3.7,87.6,43.9,1,Good
90.4,5.5,82.5,69.5,78.9,7.3,4.8,93.2,69.4,2,Excellent
82.9,4.8,75.9,82.1,75.1,6.0,5.5,93.7,87.2,0,Excellent
64.2,0.5,51.2,39.2,47.5,5.6,3.7,46.5,47.1,5,Poor
81.9,3.0,60.6,70.2,53.4,7.1,5.0,73.4,69.0,1,Average
74.0,0.6,53.2,47.9,33.0,7.2,5.2,43.2,36.6,3,Poor
66.8,1.2,46.3,50.4,53.9,9.4,4.6,62.2,47.9,2,Poor
73.5,0.5,63.4,36.6,44.5,6.0,4.9,74.1,6.2,4,Poor
99.7,3.0,77.2,66.4,70.1,5.4,6.2,75.2,53.1,0,Good
100,4.1,98.3,79.5,90.5,8.4,4.0,85.7,76.0,0,Excellent
62.9,0.5,53.7,38.3,34.0,6.8,8.2,50.2,46.3,3,Poor
89.4,1.4,46.8,65.6,53.3,4.9,8.2,56.2,38.0,2,Poor
60.2,3.0,42.7,47.6,50.2,7.2,6.7,61.8,14.0,1,Average
88.0,5.9,73.4,75.4,69.6,7.0,1.7,70.2,81.8,0,Excellent
98.2,5.9,81.2,89.9,72.2,7.2,5.7,92.2,81.0,0,Excellent
79.4,0.5,70.8,59.0,63.1,7.0,3.0,78.5,55.2,1,Average
72.6,6.2,86.2,79.7,73.7,5.7,1.5,94.8,94.8,0,Excellent
96.9,3.6,85.1,70.9,78.8,7.0,5.3,81.3,64.1,0,Excellent
89.4,3.6,72.6,67.7,92.8,8.5,5.6,87.0,62.0,2,Good
82.1,5.9,77.6,75.1,60.6,8.5,5.7,76.1,76.9,0,Excellent
87.3,2.8,66.6,95.5,60.2,8.5,4.9,86.6,58.5,1,Good
58.2,0.5,38.9,46.1,53.0,7.6,7.4,57.2,58.6,4,Poor
94.6,5.4,85.8,76.2,65.0,7.0,1.6,75.9,74.9,0,Excellent
65.6,0.5,59.3,65.8,43.2,6.1,6.3,71.0,46.4,1,Poor
75.6,1.8,68.8,63.7,64.1,5.6,5.2,61.1,45.2,2,Average
79.4,5.1,77.5,98.0,63.1,4.7,2.8,91.5,81.4,0,Excellent
89.5,4.4,83.5,77.3,78.9,6.5,4.4,73.6,80.8,1,Good
64.7,1.5,52.2,48.7,64.4,7.9,8.4,56.8,40.3,1,Poor
68.4,1.0,74.5,65.0,68.0,3.7,5.0,66.6,61.4,2,Average
64.2,3.0,58.2,70.0,76.4,4.4,5.2,86.5,24.6,4,Average
82.9,3.8,72.3,86.9,82.1,7.1,5.4,77.2,71.7,1,Good
84.4,3.3,78.4,62.8,51.1,5.1,5.6,69.9,62.3,4,Average
85.4,2.0,42.9,48.6,55.2,8.3,5.8,85.7,15.8,5,Poor
89.1,7.3,98.7,95.6,87.0,7.8,3.8,76.7,65.9,0,Excellent
76.0,2.7,72.6,47.2,55.2,5.9,3.3,63.2,56.6,0,Average
81.4,6.1,71.1,72.5,73.6,5.3,1.4,71.2,54.7,0,Excellent
81.1,3.4,67.4,71.0,65.6,7.2,5.7,76.1,76.1,0,Good
84.5,3.1,70.0,73.6,49.9,6.5,5.5,74.1,48.4,1,Good
85.7,4.1,71.9,54.4,42.3,7.0,4.3,86.1,41.8,2,Good
90.7,5.5,76.8,70.7,76.8,9.1,2.8,94.6,64.1,1,Good
85.5,2.7,70.1,47.0,80.4,6.3,6.5,59.8,48.4,0,Average
67.2,0.5,67.1,54.2,60.5,7.1,5.9,78.8,44.4,5,Poor
70.3,2.3,72.0,70.9,51.3,7.5,7.5,66.3,67.4,0,Average
79.9,2.7,57.9,45.2,50.6,8.9,6.9,79.9,55.3,3,Poor
71.7,0.5,45.8,74.8,54.5,7.5,8.8,67.2,40.8,3,Poor
90.3,3.1,76.6,72.5,68.5,5.8,3.3,78.9,70.8,1,Good
84.3,0.5,65.3,63.7,57.5,7.0,7.5,68.8,38.5,2,Average
75.8,2.0,80.8,62.4,70.5,8.7,8.3,84.3,79.7,0,Good
73.3,0.9,68.8,57.3,49.4,9.5,8.4,51.9,44.6,3,Poor
61.0,2.3,86.3,62.4,75.0,9.2,6.1,64.3,19.2,3,Average
68.2,0.5,53.0,39.9,44.1,5.2,5.5,52.7,45.5,6,Poor
79.3,3.3,53.6,54.8,52.4,6.8,5.2,84.9,53.0,2,Average
76.5,1.8,56.5,34.7,57.2,7.2,6.9,71.2,23.0,0,Average
71.6,4.1,80.9,74.6,77.9,5.4,3.3,91.0,85.7,0,Good
76.9,2.0,86.5,89.6,58.0,6.9,6.0,75.4,55.9,0,Good
67.3,1.4,46.8,45.2,62.1,8.1,5.7,57.8,45.4,1,Average
83.6,2.5,58.0,60.3,56.4,6.0,5.7,69.6,59.8,0,Average
60.2,2.9,55.3,50.4,58.6,7.9,3.5,46.3,52.3,2,Average
68.6,1.3,52.2,57.0,46.0,7.4,6.4,69.7,48.4,1,Poor
60.8,1.2,64.0,52.2,47.7,6.7,6.8,66.7,63.2,4,Poor
84.2,3.0,59.3,69.3,80.2,7.1,2.2,81.4,72.0,2,Good
60.0,0.7,55.6,49.4,41.1,6.6,6.1,69.1,44.1,4,Poor
84.9,4.2,75.7,77.2,74.7,6.1,2.7,95.3,57.4,1,Excellent
75.3,3.7,71.7,86.4,83.3,7.1,4.0,91.7,71.8,0,Excellent
79.8,4.0,79.5,61.9,80.4,5.2,1.7,77.4,64.2,3,Average
53.4,1.2,49.7,75.9,38.7,9.1,7.4,81.1,23.4,3,Poor
82.1,2.1,58.4,44.9,70.0,6.3,7.5,68.1,71.2,3,Poor
59.5,1.7,47.6,37.0,66.5,6.6,6.5,74.5,24.3,2,Poor
76.4,4.4,75.9,71.2,64.8,9.4,6.4,60.0,70.5,3,Average
65.4,0.5,58.5,44.4,64.1,5.8,7.1,54.0,40.0,3,Poor
63.4,0.7,70.0,62.1,59.1,6.3,4.4,79.6,47.7,3,Poor
77.9,4.5,76.6,77.7,79.1,4.8,4.5,81.4,73.1,1,Good
84.9,6.2,75.5,53.8,63.7,7.7,6.4,94.6,56.3,0,Excellent
57.8,0.5,46.5,59.1,45.9,6.4,4.7,62.3,52.8,2,Poor
84.9,4.1,74.3,75.8,69.0,7.0,8.5,80.1,53.0,1,Good
92.5,0.7,78.5,69.9,79.0,5.4,4.2,87.4,29.7,1,Average
80.7,6.9,80.8,90.2,81.1,5.7,5.6,97.7,89.5,0,Good
63.5,0.5,61.3,59.9,78.5,6.6,7.2,45.3,46.0,3,Poor
72.6,3.1,45.9,42.8,51.7,7.7,6.7,38.6,39.0,2,Average
84.5,0.5,64.0,56.5,60.7,5.4,4.7,56.6,47.9,2,Poor
90.9,4.8,85.2,76.2,67.0,4.4,4.6,99.4,74.5,0,Excellent
77.4,2.2,55.5,52.2,57.7,5.1,1.6,48.7,71.2,2,Average
81.0,4.6,79.1,80.9,74.5,10,0.8,88.3,77.3,0,Good
94.8,4.3,71.9,79.0,73.3,4.4,3.8,75.5,46.1,3,Good
73.6,3.8,63.1,59.5,63.8,8.4,3.6,65.0,50.1,2,Good
83.7,2.9,67.7,57.1,52.2,8.1,6.1,74.0,35.9,2,Average
89.5,5.7,75.9,72.8,74.5,8.6,4.5,86.3,77.8,0,Excellent
85.2,5.3,69.0,61.6,70.7,6.8,7.2,69.9,67.4,0,Good
84.5,5.2,75.7,95.8,81.8,6.3,4.0,85.5,53.4,0,Excellent
68.2,4.2,60.2,46.2,75.3,6.9,4.5,51.8,55.7,4,Poor
83.1,3.2,87.6,61.1,79.9,7.7,5.6,61.5,54.6,0,Good
82.4,6.5,85.3,62.1,75.0,7.0,1.9,68.7,84.7,0,Excellent
78.1,4.1,70.0,55.7,55.3,9.4,6.3,69.3,77.0,1,Average
95.8,7.0,79.0,99.9,88.8,7.7,4.9,75.3,78.2,1,Excellent
74.7,0.5,56.9,41.2,48.6,10,6.4,79.1,42.7,4,Poor
89.6,4.3,83.3,79.5,75.0,6.9,3.5,90.3,73.4,0,Good
65.3,3.7,74.3,66.1,56.2,7.9,4.1,81.4,53.9,3,Average
82.8,4.8,71.4,69.4,74.1,8.3,4.5,66.0,55.8,0,Excellent
100,7.1,84.9,54.3,100,9.3,2.3,100,75.1,1,Excellent
71.0,0.5,74.4,70.2,62.1,6.0,4.2,62.0,45.8,4,Poor
89.8,4.2,90.4,64.9,80.4,9.1,3.8,51.6,78.9,0,Good
63.0,0.6,47.3,56.8,53.2,8.5,4.1,46.5,52.3,4,Poor
63.9,1.3,58.5,55.5,66.2,7.8,6.8,57.2,48.7,0,Average
79.6,3.7,62.8,65.7,50.1,8.3,7.2,63.6,60.6,2,Average
77.1,2.5,60.7,71.0,41.4,6.3,7.0,46.3,41.3,4,Poor
98.6,4.2,60.6,58.6,94.7,7.5,6.5,79.8,60.3,0,Good
83.3,2.4,54.1,61.8,51.8,9.4,6.6,62.4,50.5,1,Average
63.2,2.4,42.6,43.3,64.9,7.5,7.5,68.3,32.5,2,Average
63.1,0.5,64.1,50.8,50.2,8.7,5.0,47.2,44.8,4,Poor
75.2,3.6,65.6,75.2,66.0,7.7,7.5,70.6,76.5,1,Good
70.2,1.9,41.2,69.3,54.7,6.7,6.4,33.7,41.9,2,Average
98.0,4.8,77.6,81.8,57.6,8.1,2.6,65.7,62.0,0,Excellent
99.9,6.0,74.4,79.0,78.2,6.6,3.1,86.3,70.7,0,Excellent
82.9,2.3,87.3,78.9,74.2,6.4,6.6,71.2,55.9,3,Average
58.1,3.6,63.8,61.4,58.3,7.5,5.0,68.5,63.9,2,Average
85.7,5.2,79.4,76.8,63.1,6.4,4.0,88.1,67.0,0,Excellent
73.5,0.7,62.8,35.7,43.8,4.3,5.9,72.6,21.4,4,Poor
78.7,5.3,72.8,72.8,77.0,7.7,2.0,94.3,76.2,1,Excellent
100,3.5,68.0,67.8,75.1,8.2,1.7,65.3,54.3,2,Good
87.4,6.4,65.3,79.0,65.3,8.5,2.9,88.2,42.2,2,Good
100,4.0,96.0,76.3,88.6,8.4,2.1,89.1,69.3,1,Excellent
78.9,3.0,62.8,55.4,45.4,8.3,8.0,53.3,29.7,2,Poor
65.1,1.0,59.0,28.7,46.6,6.4,7.5,47.3,50.3,2,Poor
100,5.4,82.4,67.8,61.3,6.6,4.1,96.5,79.0,2,Excellent
84.4,4.5,79.0,61.0,60.6,9.0,2.9,84.6,65.7,1,Good
79.1,1.0,34.5,42.2,62.0,7.8,7.3,71.4,35.3,4,Poor
77.9,2.9,74.0,62.7,79.6,6.2,6.1,74.1,72.1,1,Good
69.2,0.5,40.0,77.3,54.5,4.7,5.4,51.2,46.2,2,Poor
81.4,4.6,82.6,77.9,84.2,7.9,3.3,99.7,100,0,Excellent
79.0,3.2,46.8,58.7,51.4,6.7,5.8,74.4,44.8,3,Average
87.3,2.9,68.5,57.9,49.4,6.1,4.6,65.9,47.9,1,Average
87.8,0.5,64.7,58.3,55.0,5.6,7.1,81.0,56.5,3,Poor
83.6,3.4,77.5,75.8,61.1,8.2,3.1,86.0,67.4,2,Good
88.6,3.4,66.7,90.9,66.5,6.7,3.2,78.8,50.3,0,Good
71.3,0.5,65.9,70.3,50.9,7.5,7.8,53.6,51.0,3,Poor
66.8,0.8,52.2,41.6,60.2,7.3,8.2,61.1,47.2,4,Poor
63.9,0.5,39.1,45.1,69.3,6.2,6.0,47.4,30.0,3,Poor
70.3,1.5,69.4,69.2,56.5,7.4,7.1,74.4,40.6,1,Poor
82.8,2.7,67.6,78.9,65.2,7.0,3.5,89.0,85.7,1,Good
71.6,1.9,57.6,48.0,56.3,6.9,5.1,62.1,32.3,5,Poor
80.0,2.2,47.1,44.3,73.1,4.8,5.2,80.4,19.8,4,Poor
80.3,1.9,65.3,67.7,75.7,5.8,6.0,69.7,79.3,3,Average
61.2,1.2,68.8,40.8,44.3,6.1,6.4,64.0,46.9,1,Poor
78.9,1.9,68.2,61.3,57.5,9.9,5.5,81.1,40.1,1,Average
83.7,4.0,78.1,69.8,70.9,10,1.9,70.6,55.0,0,Good
66.1,0.5,56.1,48.6,55.5,7.0,7.9,77.0,63.0,4,Poor
71.9,0.5,46.4,53.1,44.7,5.6,4.6,47.1,58.1,5,Poor
89.4,6.1,66.5,54.6,79.7,7.1,6.2,56.8,82.0,2,Good
65.9,1.9,58.9,46.9,57.6,6.1,7.8,71.6,12.1,3,Poor
90.6,5.0,77.0,68.4,75.9,6.4,4.5,84.6,58.9,2,Good
84.6,5.8,75.8,52.2,77.0,6.0,6.3,100,57.1,1,Good
87.1,6.3,80.3,87.9,69.5,6.1,3.3,95.9,86.8,0,Excellent
67.3,0.5,60.8,49.7,39.0,7.1,5.8,71.1,34.2,4,Poor
74.5,0.7,45.7,36.0,48.8,8.4,4.3,49.7,38.0,4,Poor
83.4,2.8,88.3,50.0,63.5,7.9,6.5,63.9,67.8,1,Average
68.6,0.5,61.8,55.1,50.1,7.9,6.6,59.6,43.8,3,Poor
68.1,0.5,65.7,43.2,49.5,5.7,7.5,63.8,62.5,1,Poor
77.4,7.1,86.0,60.2,81.7,6.2,3.1,84.3,50.4,0,Excellent
94.1,4.7,93.5,76.1,67.5,7.4,2.6,72.8,100,1,Excellent
91.4,3.1,76.8,81.5,84.6,6.6,3.2,92.7,76.8,1,Excellent
93.2,4.3,66.0,72.0,87.1,8.1,4.5,81.5,82.0,0,Excellent
60.2,1.0,61.7,43.1,41.3,9.3,7.1,30.6,49.6,1,Poor
81.7,4.3,72.5,63.2,51.7,7.1,4.4,73.1,71.2,1,Good
71.5,2.3,73.8,67.4,62.0,7.0,3.7,76.3,49.6,1,Average
73.7,0.9,51.8,58.1,48.3,5.5,7.7,73.1,55.7,2,Poor
73.5,2.0,69.9,58.5,73.2,8.3,3.3,75.9,71.7,1,Good
83.3,5.1,94.7,65.7,68.1,5.1,3.4,82.5,49.8,0,Good
69.6,1.9,55.1,27.8,52.0,7.5,5.8,51.7,48.7,1,Poor
78.7,2.9,72.5,54.5,65.6,7.1,3.9,66.7,68.0,2,Average
93.3,6.2,89.9,81.0,70.2,5.9,3.2,73.3,69.1,0,Excellent
89.1,6.1,90.3,87.2,73.3,6.7,2.4,98.4,52.4,0,Excellent
80.9,4.2,71.5,76.0,86.1,6.4,1.1,100,95.2,2,Good
81.6,8.1,85.1,79.4,93.5,7.2,2.0,93.8,82.1,0,Excellent
62.4,2.8,68.6,81.9,57.0,7.9,4.6,90.1,64.5,3,Good
80.3,3.4,74.7,70.8,65.2,6.5,4.0,51.4,63.8,1,Good
92.0,7.1,84.2,93.5,77.1,5.5,1.6,79.1,69.4,1,Excellent
65.5,0.5,61.0,37.5,54.8,6.0,6.6,61.7,52.2,2,Poor
81.1,3.9,49.0,74.4,86.4,8.3,3.4,87.3,58.6,2,Good
80.1,3.6,75.3,33.9,78.8,6.6,3.8,70.6,15.7,1,Good
69.9,6.1,81.4,79.0,73.2,7.5,4.6,86.4,70.9,0,Excellent
76.8,1.9,51.6,48.9,52.9,5.9,4.2,57.4,30.7,1,Poor
78.4,3.9,62.5,81.5,66.9,9.0,5.0,76.5,62.9,2,Average
97.7,6.4,99.3,69.2,88.7,5.7,4.5,83.2,70.8,0,Good
55.5,0.5,61.5,45.0,51.0,8.4,5.1,28.9,58.8,3,Poor
76.3,3.3,74.6,81.5,66.3,7.9,3.5,100,54.9,0,Excellent
82.3,2.5,61.5,65.8,40.9,4.6,6.7,69.6,72.6,2,Poor
93.7,3.7,76.4,65.1,64.7,6.1,3.6,58.6,56.0,0,Good
100.0,3.4,61.1,68.3,48.4,5.3,5.9,82.0,65.3,0,Average
86.9,3.1,59.5,61.5,53.3,5.6,6.0,90.5,74.4,2,Average
87.3,2.2,66.2,82.9,76.7,7.6,4.4,85.3,63.6,0,Good
60.5,0.8,61.0,45.0,61.4,6.6,4.8,39.2,26.8,4,Poor
91.4,6.3,77.1,86.3,84.5,7.2,2.6,100,72.2,0,Excellent
68.1,0.5,49.9,55.7,65.2,6.1,5.4,75.4,50.0,0,Average
80.9,5.1,100,64.3,70.8,6.3,2.8,98.7,86.7,0,Excellent
98.5,6.4,99.1,100,81.2,7.1,4.4,97.7,91.5,0,Excellent
69.1,2.1,42.4,42.0,67.5,7.5,8.6,44.2,37.6,3,Poor
51.9,0.5,53.7,66.8,46.4,9.4,3.7,70.6,46.2,3,Poor
71.2,0.5,57.1,49.9,53.9,5.5,7.0,62.8,45.0,4,Poor
60.2,3.5,65.3,61.8,71.5,5.4,4.0,57.5,61.9,2,Average
62.5,0.5,56.8,50.8,55.1,7.9,5.6,50.1,54.8,3,Poor
76.8,2.5,79.6,60.0,64.5,7.8,4.1,72.0,73.1,0,Good
59.5,0.9,49.7,41.8,42.1,7.2,5.4,52.1,5,4,Poor
80.9,2.7,97.1,66.1,73.1,6.7,2.0,99.8,82.6,0,Excellent
86.3,3.4,80.1,76.6,69.0,8.3,2.0,83.2,75.6,0,Good
71.8,3.4,76.4,66.8,70.2,8.9,8.1,89.3,55.6,2,Average
81.7,6.9,57.5,75.4,70.1,7.6,3.8,57.7,62.2,2,Good
78.7,6.9,75.8,81.6,75.5,8.4,0.5,80.3,64.2,0,Excellent
64.6,0.5,48.4,54.3,53.3,6.5,6.4,34.6,28.9,2,Poor
87.1,5.1,87.2,84.5,67.2,6.8,2.7,98.2,61.5,1,Excellent
69.6,1.7,68.7,59.2,47.6,6.7,6.4,68.1,49.0,1,Average
69.8,3.4,72.2,62.0,71.4,5.7,5.5,55.1,52.1,0,Average
76.4,2.4,70.3,43.9,59.9,5.3,6.3,64.7,64.7,1,Average
67.8,0.5,65.7,45.8,43.6,8.0,6.3,48.1,28.5,4,Poor
85.4,3.7,83.7,71.4,41.8,5.9,5.1,72.4,55.9,0,Good
86.6,4.6,76.8,67.4,70.3,7.2,1.4,100,83.6,0,Good
90.2,3.2,75.4,83.4,59.3,8.1,4.2,96.8,83.6,1,Good
82.0,2.8,46.1,71.8,58.5,9.1,5.1,80.5,59.2,1,Average
86.0,5.9,70.4,81.8,63.3,5.8,7.0,68.5,63.0,0,Good
88.2,3.9,78.9,48.5,67.0,6.9,2.4,90.3,63.5,0,Excellent
85.7,5.1,68.6,75.6,78.4,6.7,7.2,84.2,73.7,1,Good
83.4,5.7,61.9,72.8,75.1,6.4,4.8,63.9,84.5,1,Good
95.0,3.1,85.9,83.6,80.4,8.3,1.1,100,58.7,1,Excellent
83.1,1.6,69.5,65.7,64.4,7.4,3.6,79.0,47.8,3,Average
63.8,3.9,56.6,100,77.4,7.8,5.2,70.5,80.1,1,Good
70.5,2.3,56.4,68.1,58.7,6.0,3.4,84.0,58.5,3,Poor
78.3,5.0,78.0,77.1,95.9,6.3,5.0,63.4,45.9,3,Good
82.1,4.4,83.8,58.6,85.7,6.6,6.6,67.7,92.6,3,Good
80.1,2.8,59.3,73.4,59.2,6.5,4.4,78.9,53.5,2,Good
70.3,0.5,70.8,37.6,65.2,8.7,5.8,71.5,42.6,2,Poor
77.5,0.5,62.6,54.6,57.3,5.4,6.8,62.2,49.4,3,Poor
79.8,0.9,78.7,69.7,69.4,6.5,3.7,68.7,42.9,0,Average
84.3,2.9,74.5,58.7,61.0,7.8,5.4,70.7,69.5,1,Good
73.6,2.2,65.6,73.4,61.8,6.5,5.9,40.5,52.3,3,Average
98.0,5.0,91.9,79.5,78.1,8.6,2.9,100,87.3,0,Excellent
74.2,3.5,58.3,49.9,60.5,8.6,3.0,70.3,82.4,1,Average
80.6,4.0,91.7,69.1,83.5,7.8,5.1,72.7,29.8,2,Good
92.0,2.9,74.7,100,59.0,7.6,6.0,81.3,57.8,1,Good
67.9,0.5,51.3,47.4,38.8,7.1,8.3,51.2,35.5,3,Poor
75.8,0.5,42.3,48.0,45.3,6.7,7.1,86.2,51.2,2,Poor
57.7,0.6,46.2,49.3,49.5,5.7,6.6,71.3,28.0,5,Poor
52.8,1.9,57.4,59.5,65.6,6.1,7.2,42.0,49.1,3,Poor
86.9,7.0,80.8,79.8,70.0,6.0,5.1,90.6,55.9,0,Excellent
78.3,2.8,71.9,56.2,56.8,5.5,6.1,56.1,53.1,3,Average
84.3,2.2,90.6,54.7,90.5,7.5,5.5,88.8,42.4,0,Good
76.7,5.2,75.6,100,100.0,9.5,2.6,89.3,100,0,Excellent
63.5,1.0,66.2,58.5,59.9,5.5,5.7,47.7,34.7,2,Poor
79.0,2.7,57.9,57.9,61.4,6.7,4.4,75.6,36.4,0,Average
83.1,6.2,89.9,75.6,68.3,6.5,5.3,83.5,93.6,1,Excellent
81.2,2.9,55.6,43.0,68.2,6.3,4.5,40.8,55.8,3,Average
88.5,2.2,57.1,81.1,73.3,8.1,4.8,78.2,89.1,0,Good
50.6,0.8,70.6,33.0,73.4,6.3,9.2,47.6,59.4,2,Poor
71.4,2.1,62.5,37.1,50.0,4.8,8.3,36.4,30.3,4,Poor
56.8,2.2,77.7,68.9,67.5,6.1,7.0,51.1,30.9,3,Average
76.8,4.2,67.1,75.6,75.3,7.2,5.7,90.2,85.3,0,Good
73.0,1.8,65.8,61.8,58.7,6.0,1.8,59.8,34.6,2,Average
81.4,4.6,61.9,84.7,70.2,4.8,1.2,59.1,62.5,1,Good
78.7,6.2,98.3,79.0,73.2,8.2,4.1,82.6,87.0,1,Excellent
78.1,3.2,54.9,51.6,54.1,8.1,5.3,79.2,44.0,1,Average
64.1,1.2,65.6,58.8,48.9,6.0,6.4,71.8,44.4,2,Poor
75.5,2.0,74.6,50.2,68.7,5.2,7.6,69.5,42.1,1,Average
91.4,1.5,59.3,61.1,50.9,7.7,4.0,69.3,84.5,0,Good
81.5,3.9,76.9,71.9,58.3,7.5,1.9,82.7,79.1,1,Excellent
76.2,3.0,87.2,77.3,67.3,6.3,1.6,80.3,57.2,0,Good
62.7,0.5,37.4,39.3,56.3,7.2,8.6,54.0,64.2,1,Poor
70.4,0.5,45.9,51.3,52.6,6.8,4.2,56.1,59.0,3,Poor
82.9,4.6,63.5,64.2,85.5,8.8,4.3,54.6,62.6,0,Average
86.5,4.5,82.1,76.7,81.5,6.3,4.2,73.0,72.8,2,Good
58.9,2.5,52.2,47.7,28.7,4.7,6.3,51.1,80.6,3,Poor
78.6,2.3,83.1,55.2,61.0,7.3,4.7,66.5,51.9,2,Good
90.3,1.1,58.5,56.3,77.2,5.5,2.3,71.0,39.6,2,Average
77.4,4.3,70.6,93.4,62.6,6.2,5.0,54.4,63.5,0,Good
100,5.2,100,71.2,69.5,6.7,5.5,81.9,85.6,0,Excellent
100,3.1,82.9,83.4,79.9,7.9,0.5,82.0,50.2,1,Excellent
80.4,3.2,63.4,69.8,62.2,7.2,3.4,72.3,82.7,2,Good
82.8,0.9,66.0,44.4,58.7,5.6,5.0,51.1,90.0,3,Poor
86.9,3.8,100,86.3,74.3,8.8,1.3,83.4,74.8,0,Excellent
74.0,3.1,82.5,73.7,64.0,6.9,4.0,69.0,61.1,2,Average
93.9,4.7,79.1,54.1,71.1,6.9,3.1,64.9,71.2,2,Good
87.7,4.5,100,68.0,60.3,10,3.0,93.4,64.0,0,Good
81.8,3.7,58.9,46.0,53.5,8.1,3.7,98.5,40.3,0,Good
66.6,1.3,46.2,51.6,45.6,7.0,6.8,54.8,36.2,3,Poor
76.9,2.6,72.0,67.9,65.9,7.0,3.3,97.4,57.1,3,Good
74.6,2.0,66.3,59.7,63.0,4.8,6.9,73.5,63.7,2,Poor
63.9,0.8,49.7,48.6,60.6,6.9,6.8,34.3,41.0,5,Poor
73.7,1.6,59.5,71.6,51.1,6.8,3.4,66.0,49.6,4,Average
90.0,5.9,63.2,85.1,88.2,7.4,2.3,87.7,67.2,0,Excellent
82.2,1.9,81.3,65.4,67.1,8.4,7.2,97.1,74.4,0,Good
62.4,0.5,61.9,44.1,53.9,7.0,6.7,56.0,52.9,3,Poor
65.6,1.9,58.6,54.1,57.4,8.5,5.0,60.6,68.0,1,Average
85.5,3.7,66.9,100,57.4,7.3,0.5,95.0,77.9,1,Excellent
63.6,3.4,79.5,80.8,85.9,7.2,3.4,61.7,72.5,0,Good
53.5,2.1,41.1,67.0,41.9,7.9,3.1,64.7,27.6,3,Poor
62.3,0.5,52.7,45.0,38.4,6.6,4.8,68.3,29.7,3,Poor
74.6,2.3,70.7,67.7,60.1,6.6,4.1,76.2,42.6,3,Average
56.1,0.5,70.0,62.7,59.0,7.0,4.8,63.6,31.0,3,Average
91.1,4.4,73.4,85.9,82.6,6.6,2.0,100,58.6,0,Excellent
81.6,5.3,78.3,99.9,80.1,6.4,4.0,98.2,70.5,0,Good
77.0,3.4,62.4,57.9,74.0,6.3,4.6,62.5,72.5,2,Average
87.3,3.9,87.6,75.7,75.0,6.2,1.7,83.5,100,0,Excellent
88.5,1.0,63.1,57.6,66.3,6.1,5.9,66.1,39.2,0,Average
67.5,3.0,78.3,79.8,53.5,6.8,6.9,73.9,55.9,3,Good
